Brand,Chipset Manufacturer:,Model,VRAM,Description,Boost Clock,Cuda Cores,Shader Clock,Effective Memory Clock,Stream Processors,Direct X,HDMI,Model Number,D-Sub,Display Port,OpenGl,Dvi:,PixelPipelines,Slot Width,Max Resolution:,Cooler,Low Profile,release_date,code_name,manufacturer_tech,bus_interface,vram,core_frequency,vram_frequency,shader_frequency,core_config,purpose,open_gl,thermal_design_power,m_operations_s,g_pixels_s,m_texals_s,m_vertices_,v_ram_bandwidth,v_ram_bus_type,v_ram_bus_width,directx,
PNY Technologies Inc.,NVIDIA,GTX 650,1024,New PNY Video Card NVIDIA GeForce GTX 650 1GB GDDR5 2DVI/Mini-HDMI PCI-Express,,,,,,DirectX 11,1 x mini HDMI,0082e70A667,,,OpenGL 4.2,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
EVGA,NVIDIA,GTX 660,2048,EVGA 02G-P4-2660-KR G-SYNC Support GeForce GTX 660 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1033MHz,960,,,,,,02G-P4-2660-KR,,,,,,,,,,9/1/12,GK106-400-A1,28,PCIe 3.0 x16,2048,980,1502,980,,desktop,4.5,140,,,,,,,,11,
PNY Technologies Inc.,NVIDIA,GTX 660,2048,PNY VCGGTX660XPB G-SYNC Support GeForce GTX 660 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1033MHz,960,,,,,,VCGGTX660XPB,,,,,,,,,,9/1/12,GK106-400-A1,28,PCIe 3.0 x16,2048,980,1502,980,,desktop,4.5,140,,,,,,,,11,
ZOTAC,NVIDIA,GTX 660,2048,Open Box: ZOTAC ZT-60904-10M GeForce GTX 660 2GB 192-Bit DDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Synergy Edition Video Card,1059MHz,960,,,,,,ZT-60904-10M,,,,,,,,,,9/1/12,GK106-400-A1,28,PCIe 3.0 x16,2048,980,1502,980,,desktop,4.5,140,,,,,,,,11,
ZOTAC,NVIDIA,GTX 660,2048,ZOTAC ZT-60901-10M G-SYNC Support GeForce GTX 660 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1059MHz,960,,,,,,ZT-60901-10M,,,,,,,,,,9/1/12,GK106-400-A1,28,PCIe 3.0 x16,2048,980,1502,980,,desktop,4.5,140,,,,,,,,11,
ASUS,NVIDIA,GTX 660,2048,ASUS GTX660-DC2O-2GD5 G-SYNC Support GeForce GTX 660 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1085MHz,960,,,,,,GTX660-DC2O-2GD5,,,,,,,,,,9/1/12,GK106-400-A1,28,PCIe 3.0 x16,2048,980,1502,980,,desktop,4.5,140,,,,,,,,11,
ASUS,NVIDIA,GTX 660,2048,Open Box: ASUS GTX660-DC2O-2GD5 G-SYNC Support GeForce GTX 660 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1085MHz,960,,,,,,GTX660-DC2O-2GD5,,,,,,,,,,9/1/12,GK106-400-A1,28,PCIe 3.0 x16,2048,980,1502,980,,desktop,4.5,140,,,,,,,,11,
EVGA,NVIDIA,GTX 660,2048,EVGA SuperClocked 02G-P4-2662-KR G-SYNC Support GeForce GTX 660 2GB 192-bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1111MHz,960,,,,,,02G-P4-2662-KR,,,,,,,,,,9/1/12,GK106-400-A1,28,PCIe 3.0 x16,2048,980,1502,980,,desktop,4.5,140,,,,,,,,11,
ZOTAC,NVIDIA,GTX 750,1024,Zotac ZT-70702-10M G-SYNC Support GeForce GTX 750 Graphic Card - 1033 MHz Core - 1 GB GDDR5 SDRAM - PCI Express 3.0 x16,,,,5000 MHz,,DirectX 11.2 OpenGL 4.4,,ZT-70702-10M,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750,1024,New PNY Video Card NVIDIA GeForce GTX 750 1 GB GDDR5 2DVI/Mini HDMI PCI-Express DirectX 11.2 1GB(SaveMart),1085 MHz,512,,,,,,JPIBH05,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ASUS,NVIDIA,GTX 750,2048,ASUS  GTX750-DCSL-2GD5  GeForce GTX 750  2GB  128-Bit  GDDR5  PCI Express 3.0  HDCP Ready Video Card,1085 MHz,512,,,,,,GTX750-DCSL-2GD5,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750,1024,EVGA 01G-P4-2751-KR G-SYNC Support GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 Video Card,1085MHz,512,,,,,,01G-P4-2751-KR,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750,1024,PNY VCGGTX7501XPB GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,1085MHz,512,,,,,,VCGGTX7501XPB,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750,2048,New ZOTAC NVIDIA GeForce GTX 750 2DVI-Mini HDMI PCI-Express Video Card 2GB GDDR5,1111 MHz,512,,,,,,N82S16017538390,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750,1024,New ZOTAC NVIDIA Video Card GeForce GTX 750 1GB GDDR5 DVI/VGA/HDMI Low Profile PCI-Express (SaveMart),1111 MHz,512,,,,,,JMOLH05,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750,2048,New ZOTAC NVIDIA GeForce GTX 750 2DVI-Mini HDMI PCI-Express Video Card 2GB GDDR5 (SaveMart),1111 MHz,512,,,,,,JSHWH01,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750,1024,ZOTAC  ZT-70706-10M G-SYNC Support  GeForce GTX 750  1GB  128-Bit  DDR5  HDCP Ready Video Card,1111MHz,512,,,,,,ZT-70706-10M,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750,1024,Open Box: ZOTAC  ZT-70706-10M G-SYNC Support  GeForce GTX 750  1GB  128-Bit  DDR5  HDCP Ready Video Card,1111MHz,512,,,,,,ZT-70706-10M,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
GIGABYTE,NVIDIA,GTX 750,2048,GIGABYTE GV-N750OC-2GL G-SYNC Support GeForce GTX 750 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card Support 4 Monitors,1137MHz,,,6.5Gbps,,,,GV-N750OC-2GL,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
MSI,NVIDIA,GTX 750,1024,MSI N750-1GD5/OC G-SYNC Support GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,1137MHz,512,,,,,,N750-1GD5/OC,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
GIGABYTE,NVIDIA,GTX 750,1024,GIGABYTE GV-N750OC-1GI G-SYNC Support GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 Video Card,1137MHz,512,,,,,,GV-N750OC-1GI,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
MSI,NVIDIA,GTX 750,2048,MSI  N750-2GD5/OC G-SYNC Support GeForce GTX 750  2GB  128-Bit  GDDR5  PCI Express 3.0 x16  HDCP Ready Video Card,1137MHz,512,,,,,,N750-2GD5/OC,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
GIGABYTE,NVIDIA,GTX 750,2048,GIGABYTE GV-N750OC-2GI G-SYNC Support GeForce GTX 750 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,1137MHz,512,,,,,,GV-N750OC-2GI,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
MSI,NVIDIA,GTX 750,1024,MSI GAMING N750 TF 1GD5/OC G-SYNC Support GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,1163MHz,512,,,,,,N750 TF 1GD5/OC,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750,1024,EVGA 01G-P4-2753-KR G-SYNC Support GeForce GTX 750 Superclocked 1GB 128-Bit GDDR5 PCI Express 3.0 Video Card,1294MHz,512,,,,,,01G-P4-2753-KR,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750,2048,EVGA 02G-P4-2754-KR GeForce GTX 750 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Superclocked Video Card,1294MHz,512,,,,,,02G-P4-2754-KR,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750,2048,EVGA 02G-P4-2758-KR GeForce GTX 750 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card (G-SYNC Support),1320MHz,512,,,,,,02G-P4-2758-KR,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750,1024,EVGA 01G-P4-2757-KR G-SYNC Support GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 FTW w/ ACX Cooler Video Card,1320MHz,512,,,,,,01G-P4-2757-KR,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750,2048,Open Box: EVGA 02G-P4-2758-KR GeForce GTX 750 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card (G-SYNC Support),1320MHz,512,,,,,,02G-P4-2758-KR,,,,,,,,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750,1024,EVGA NVIDIA GeForce GTX 750 1GB GDDR5 DVI/HDMI/DisplayPort pci-e Video,,,,,,,,NV808027,,,,,,,4096; 2160,With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750,1024,New Zotac Geforce GTX 750 1GB GDDR5 Graphics Card(SaveMart),,,,,,DirectX 11.2,,JTINS01,,,,,,,2560 x 1600,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750,1024,New ZOTAC NVIDIA GeForce GTX 750 1GB GDDR5 2DVI/Mini HDMI PCI-Express Video Card w/ Boost Premium(SaveMart),,,,,,DirectX 11.2,,JTISS07,,,,,,,2560 x 1600,,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750,1024,NVIDIA GeForce GTX 750 1GB GDDR5 2DVI/Mini HDMI pci-e Video Card w/ Boost,,,,,,DirectX 11.2,,NV808032,,,,,,,2560 x 1600,With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750,1024,GIGABYTE NVIDIA GeForce GTX 750 OC 1GB GDDR5 2DVI/2HDMI PCI-Express Video Card,,,,,,DirectX 11.2,,NV808043,,,,,,,4096 x 2160 (DisplayPort),With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750,2048,NVIDIA GeForce GTX 750 OC 2GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11.2,,NV808035,,,,,,,4096 x 2160 (DisplayPort),With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750,1024,EVGA NVIDIA GeForce GTX 750 Superclocked 1GB GDDR5 DVI/HDMI/DisplayPort pci-e,,,,,,DirectX 11.2,,NV808042,,,,,,,4096 x 2160 (DisplayPort),With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750,1024,NVIDIA GeForce GTX 750 1GB GDDR5 DVI/HDMI/DisplayPort pci-e Video,,,,,,DirectX 11.2,,NV808040,,,,,,,2560 x 1600,With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750,2048,EVGA NVIDIA GeForce GTX 750 FTW 2GB GDDR5 DVI/HDMI/DisplayPort pci-e Video Card,,,,,,DirectX 12,,NV808039,,,,,,,4096 x 2160 (DisplayPort),With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750,1024,EVGA NVIDIA GeForce GTX 750 1GB GDDR5 DVI/HDMI/DisplayPort pci-e Video,,,,,,,,NV808027,,,,,,,4096; 2160,With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
ASUS,NVIDIA,GTX 750,1024,ASUS GTX750-PHOC-1GD5 G-SYNC Support GeForce GTX 750 1GB GDDR5 PCI Express 3.0 Video Card,,512,512,,,DirectX 11,,GTX750-PHOC-1GD5,,,,,,,,With Fan,,2/1/14,GM107-300-A2,28,PCIe 3.0 x16,1024,1020,1250,,,desktop,4.5,55,,16.3,32.6,,80,GDDR5,128,11.2,
GIGABYTE,NVIDIA,GTX 750 Ti,2048,GIGABYTE GV-N75TOC-2GL G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card Support up to 4 Monitors,1111MHz,,,,640 Stream Processors,,,GV-N75TOC-2GL,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750 Ti,2048,New PNY NVIDIA GeForce GTX 750 Ti 2GB GDDR5 2DVI/Mini HDMI PCI-Express Video Card(SaveMart),1085 MHz,640,,,,,,JTIIS01,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750 Ti,2048,New PNY Video Card NVIDIA GeForce GTX 750 Ti 2 GB GDDR5 2DVI/Mini HDMI PCI-Express 2GB(SaveMart),1085 MHz,640,,,,,,JPIBH07,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
GIGABYTE,NVIDIA,GTX 750 Ti,2048,GIGABYTE GV-N75TOC-2GI G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card,1085MHz,640,,,,,,GV-N75TOC-2GI,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750 Ti,2048,PNY VCGGTX750T2XPB GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,1085MHz,640,,,,,,VCGGTX750T2XPB,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750 Ti,2048,EVGA 02G-P4-3751-KR G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card,1085MHz,640,,,,,,02G-P4-3751-KR,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
MSI,NVIDIA,GTX 750 Ti,2048,MSI N750ti-2GD5TLP GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,1085MHz,640,,,,,,N750ti-2GD5TLP,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,2048,New ZOTAC NVIDIA GeForce GTX 750 Ti 2GB GDDR5 2DVI/Mini HDMI pci-e Video Card,1111 MHz,640,,,,,,N82S16017538346,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,2048,HOT New ZOTAC Video Card NVIDIA GeForce GTX 750 Ti 2DVI/Mini HDMI PCI-Express w/ Boost Premium 2GB GDDR5,1111 MHz,640,,,,,,0082e70A635,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,2048,New ZOTAC Video Card NVIDIA GeForce GTX 750 Ti 2DVI/Mini HDMI PCI-Express w/ Boost Premium 2GB GDDR5 (SaveMart),1111 MHz,640,,,,,,JSHZ3H08,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,2048,Zotac ZT-70605-10M G-SYNC support GeForce GTX 750 Ti Graphic Card - 2 GB DDR5 SDRAM - PCI Express,1111MHz,640,,,,,,ZT-70605-10M,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,1024,New ZOTAC NVIDIA GeForce GTX 750 Ti 2DVI/Mini HDMI pci-e Video 1GB GDDR5 (SaveMart),1111MHz,640,,,,,,JSHUH02,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,1024,ZOTAC ZT-70603-10M GeForce GTX 750 Ti 1GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,1111MHz,640,,,,,,ZT-70603-10M,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,1024,Hot  New ZOTAC NVIDIA GeForce GTX 750 Ti 2DVI/Mini HDMI pci-e Video 1GB GDDR5,1111MHz,640,,,,,,0082e70A619,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,2048,ZOTAC ZT-70601-10M G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card,1111MHz,640,,,,,,ZT-70601-10M,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,2048,New ZOTAC NVIDIA Video Card GeForce GTX 750 Ti OC 2GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express (SaveMart),1124 MHz,640,,,,,,JMOLH06,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
MSI,NVIDIA,GTX 750 Ti,2048,MSI GAMING N750Ti TF 2GD5/OC G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,1163MHz,640,,,,,,N750Ti TF 2GD5/OC,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
GIGABYTE,NVIDIA,GTX 750 Ti,2048,GIGABYTE GV-N75TWF2BK-2GI G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,1242MHz,640,,,,,,GV-N75TWF2BK-2GI,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750 Ti,2048,EVGA 02G-P4-3753-KR G-SYNC Support GeForce GTX 750 Ti Superclocked 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card,1255MHz,640,,,,,,02G-P4-3753-KR,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 750 Ti,2048,EVGA 02G-P4-3757-KR G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 FTW w/ ACX Cooling Video Card,1268MHz,640,,,,,,02G-P4-3757-KR,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750 Ti,2048,New PNY Video Card NVIDIA GeForce GTX 750 Ti OC 2GB GDDR5 2DVI-Mini HDMI PCI-Express (SaveMart),1281 MHz,640,,,,,,JCHUH01,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750 Ti,2048,New PNY Video Card NVIDIA GeForce GTX 750 Ti OC 2 GB GDDR5 2DVI/Mini HDMI PCI-Express 2GB(SaveMart),1281 MHz,640,,,,,,JMIJS02,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
PNY Technologies Inc.,NVIDIA,GTX 750 Ti,2048,PNY VCGGTX750T2XPB-OC GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,1281MHz,640,,,,,,VCGGTX750T2XPB-OC,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750 Ti,2048,EVGA NVIDIA GeForce GTX 750 Ti 2GB GDDR5 DVI/HDMI/DisplayPort pci-e Video,,,,,,,,NV808028,,,,,,,4096; 2160,With Fan,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ZOTAC,NVIDIA,GTX 750 Ti,1024,ZOTAC NVIDIA GeForce GTX 750 Ti 2DVI/Mini HDMI pci-e Video 1GB GDDR5,,,,,,DirectX 11.2,,N82S1601753010,,,,,,,2560 x 1600,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ASUS,NVIDIA,GTX 750 Ti,2048,ASUS GTX750TI-OC-2GD5 GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,,,,,,DirectX 11,,GTX750TI-OC-2GD5,,,,,,Dual Slot,2560 x 1600 (DL-DVI),,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750 Ti,2048,MSI NVIDIA GeForce GTX 750 Ti OC 2GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11.2,,NV808031,,,,,,,2560 x 1600,With Fan,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750 Ti,2048,Inno3D NVIDIA GeForce GTX 750 TI Overclock 2GB DDR5 PCIE x16 Video graphics Card,,,,,,,,NV344357,,,,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
