manufacturer,mini_itx,micro_atx,atx,extended_atx,steel,plastic,aluminum,Color:,description,with_power_supply,psu_mount_location,psu_wattage,filter,expansion_slots,weight,side_panel_window,,front_ports,Model #:,internal_3_5_drive_bays,external_5_25_drive_bay,external_3_5_drive_bay,"Internal 2.5"" Drive Bays:",power_supply_mount_location,Removable Filter:,Type,Dimensions (H x W x D):,200mm Fans,140mm Fans,120mm Fans,90mm Fans:,80mm Fans:,40mm Fans,Radiator Support
NZXT,,1,1,,1,,,,Nzxt Guardian 921rb Mid-sized Tower - Mid-tower - Black - Steel,,Bottom,,,,,,,USB 2.0 / Audio / e-SATA,9SIC4C2HM009,,,,,,,,,,,1 x 120 mm Blue LED Front Fan 1 x 120 mm Blue LED Side Fan 1 x 120 mm Blue Fan,,,,
NZXT,,,1,,,,,Black,NZXT Guardian 921 RB ATX Mid Tower Case (Black) without Power Supply,,,,,,,,,,9SIC4C2HM002,,,,,,,ATX Mid Tower,,,,,,,,
NZXT,,,1,,1,1,,,NZXT Phantom PHAN-001BK Black Steel / Plastic Enthusiast ATX Full Tower Computer Case,,Bottom,,,,,,1 x HD Audio/Mic 2 x US...,2 x USB 2.0 / Audio / 1 x e-SATA,PHAN-001BK,,,,,,,Full Tower,,,,REAR 1 X 120mm (included) SIDE 2 x 120mm 1 x 200/230 (2 x 120mm included),,,,
Cooler Master,,1,1,1,,,,,Cooler Master HAF X - High Air Flow Full Tower Computer Case with Windowed Side Panel and USB 3.0 Ports,No,,,,,,,,2 x USB 3.0 / 2 x USB 2.0 / Audio / 1 x IEEE1394a / 1 x e-SATA,,,,,,Bottom,,Full Tower,,,,,,,,
Cooler Master,,1,1,1,,,,,Cooler Master HAF 932 Advanced Blue Edition - High Air Flow Full Tower Computer Case with USB 3.0 and All-Black Interior,No,,,,,,,,2 x USB 3.0 / 4 x USB 2.0 / 1 x Audio / 1 x IEEE 1394 / 1 x e-SATA,RC-932-KKN3-GP,,,,,Bottom,,Full Tower,,,,,,,,
In Win,,1,1,1,,,,,IN WIN 707 BLACK SECC ATX Full Tower Computer Case ATX 12V ATX12V V2.3/EPS 12V up to 220mm Power Supply,,,,,,,,,USB 3.0 x 2 USB 2.0 x 2 HD Audio,707 BLACK,"3.5"" oder 2.5"" x 8",3,,,,,Full Tower,,,,,,,,
In Win,,1,1,1,,,,,IN WIN GR one Black Black SECC Full Tower Computer Case ATX 12V/EPS Power Supply Compatible,,Bottom,,,,,,1. USB 3.0 x 2 (Internal...,1. USB 3.0 x 2 (Internal Connector) 2. USB 2.0 x 2 3. HD/AC_验97 Audio 4. Fan Speed Controller,GR one Black,,,,,,,Full Tower,,,,1. Front: Supports up to 120 or 140mm Red LED Fan x 2 2. Rear: Supports up to 120 or 140mm Fan x 1 3. Side: Supports up to 120 or 140mm Fan x 1 4. Top: Supports up to 120 or 140mm Fan x 3 5. Bottom: Supports up to 120 or 140mm Fan x 2 6. HDD Cage: Supports 120 or 140mm Red LED HDD Fan x 1,,,,
Thermaltake,,1,1,1,1,1,,,Thermaltake Overseer RX-I VN700M1W2N Black Steel / Plastic ATX Full Tower Computer Case,,Bottom,,,,,,2 x USB 3.0 / 2 x USB 2....,2 x USB 3.0 / 2 x USB 2.0 / Audio / 1 x eSATA,VN700M1W2N,,,,,,,Full Tower,,,,Rear (Exhaust): 120 x 120 x 25 mm TurboFan 1000rpm 16dBA Bottom (Intake): 120 x 120 x 25 mm x 1 (optional),,,,
Cooler Master,,1,1,1,,,,,Cooler Master HAF 932 Advanced - High Air Flow Full Tower Computer Case with USB 3.0 and All-Black Interior,No,,,,,,,,2 x USB 3.0 / 4 x USB 2.0 / Audio / 1 x IEEE1394a / 1 x e-SATA,,,,,,Bottom,,Full Tower,,,,,,,,
Thermaltake,,1,1,1,,1,,,Thermaltake Level 10 GT Snow Edition (VN10006W2N) White and Black SECC / Plastic ATX Full Tower Computer Case with 4 Fans-1x 200mm side fan 1x 200mm top fan 1x 200mm front fan and 1x 140mm rear fan,,Bottom,,,,,,,2 x USB 3.0 / 4 x USB 2.0 / Audio / 1 x eSATA,VN10006W2N,,,,,,,Full Tower,,1,,Bottom (intake): 120 x 120 x 25mm (optional),,,,
Cooler Master,,1,1,1,,,,,Cooler Master HAF X Blue Edition - High Air Flow Full Tower Computer Case with Windowed Side Panel and USB 3.0,No,,,,,,,,2 x USB 3.0 / 2 x USB 2.0 / Audio / 1 x eSATA / 1 x IEEE 1394a,RC-942-KKN3,,,,,Bottom,,Full Tower,,,,,,,,
Thermaltake,,1,1,1,,,,,Thermaltake VP40031W2N Black ATX Full Tower Computer Case w/ Liquid Cooling System,No,,,,,,,,USB 3.0 x 2 USB 2.0 x 2 HD Audio x 1,VP40031W2N,,,,,,,Full Tower,,,,1,,,,
Fractal Design,,,1,,,,,,Fractal Design Define R4 with Window Black Pearl Silent ATX Mid Tower Case,,Bottom,,,,,,2 x USB 3.0 2 x USB 2.0...,2 x USB 3.0 / 2 x USB 2.0 / Audio,FD-CA-DEF-R4-BL-W,,,,,,,,,,,No,,,,
Fractal Design,,,1,,,,,,Fractal Design Define R4 Titanium Grey Silent ATX Mid Tower Case,,Bottom,,,,,,2 x USB 3.0 2 x USB 2.0...,2 x USB 3.0 2 x USB 2.0 and Audio I/O front panel ports,FD-CA-DEF-R4-TI,,,,,,,,,,,No,,,,
Fractal Design,,,1,,,,,,Fractal Design Define R4 with Window Arctic White Silent ATX Mid Tower Case,,Bottom,,,,,,2 x USB 3.0 2 x USB 2.0...,2 x USB 3.0 2 x USB 2.0 and Audio I/O front panel ports,FD-CA-DEF-R4-WH-W,,,,,,,,,,,No,,,,
Zalman Tech Co. Ltd,,,1,,,,,,ZALMAN  R1  Black  ATX Mid Tower  Computer CaseStandard ATX / ATX 12V  Power Supply,,Bottom,,,,,,1 x USB 3.0 / 2 x USB 2....,1 x USB 3.0 / 2 x USB 2.0 / Audio,R1,,,,,,,,,,,Top 2 x 120mm Fan Vent (1 Fan Included) Rear 1 x 120mm Fan Vent (1 Fan Included) Front 2 x 120mm Fan Vent (1 LED Fan Included),,,,
NZXT,,1,1,1,1,1,,,NZXT  H630W-M1  Matte Black  SECC Steel ABS Plastic  Ultra Tower  Computer Case,,,,,,,,,2 x USB 3.0 / 2 x USB 2.0 / Audio,H630W-M1,"8(2 x 2.5"" behind MB) 2 x 3HDD cage 1 x 2HDD cage (Fully Modular)",2,,,,,,,,,,,,,
NZXT,,1,1,1,1,1,,,NZXT  H630W-W1  White  SECC Steel ABS Plastic  Ultra Tower  Computer Case,,,,,,,,,2 x USB 3.0 / 2 x USB 2.0 / Audio,H630W-W1,"8(2 x 2.5"" behind MB) 2 x 3HDD cage 1 x 2HDD cage (Fully Modular)",2,,,,,,,,,,,,,
Rosewill,,,1,,,,1,Silver,Rosewill Legacy QT01-S - Tri-Fan Silver Aluminum Alloy ATX Mid Tower Silent Computer Case,No,,,,,,,,2 x USB 3.0 Ports Audio In/Out,Legacy QT01-S,,,,,,,,,,,2 x Front 120mm Fan 1 x Rear 120mm Fan,,,,
Rosewill,,,1,,,,1,,Rosewill Legacy QT01-B Trio Fans Black Aluminum Alloy ATX Mid Tower Silent Computer Case,No,,,,,,,,2 x USB 3.0 Ports Audio In/Out,Legacy QT01-B,,,,,,,,,,,2 x Front 120mm Fan 1 x Rear 120mm Fan,,,,
Corsair,,,1,,,,,,Corsair Obsidian Series 450D Black ATX Mid Tower Gaming Computer Case,No,,,,,,Yes,,,450D,,,,,,,,,,,,,,,
Corsair,1,1,1,1,1,1,1,,Corsair Carbide Series_啟 330R Titanium Edition Black Steel Aluminum and Plastic Mid-Tower Computer Case,,,,,,,,,USB 3.0 x 2 / Audio,CC-9011071-WW,3.5_褲/2.5_褲 Drive Caddies x 4,3,,,,,,,,,,,,,
NZXT,,,1,,,,,,Nzxt CA-PH820-G1 Full Tower Case - Phantom 820 No Power Supply Atx,,,,,9,,,,,9SIC4C2HM063,,,,,,,Full Tower,235mm (W) x 650mm (H) x 612mm (D),,,,,,,
NZXT,,,1,,,,,,Nzxt CA-PH820-G1 Full Tower Case - Phantom 820 No Power Supply Atx,,,,,9,,,,,CA-PH820-G1,,,,,,,Full Tower,235mm (W) x 650mm (H) x 612mm (D),,,,,,,
NZXT,1,1,1,,1,,,,NZXT H440 Razer Steel Mid Tower Case,,,,,7,,,,USB 3.0 Ports: 2 USB 2.0 Ports: 2,CA-H440W-RA,"Internal 3.5""/2.5"": 6+2",,,,,,,,,,,,,,
Fractal Design,1,1,1,,,,,,Fractal Design Define R4 Blackout Silent ATX Mid Tower Computer Case,,Bottom,,,,,,2 x USB 3.0 2 x USB 2.0...,2 x USB 3.0 / 2 x USB 2.0 / Audio,FD-CA-DEF-R4-BLO,,,,,,,,,,,Front: 1 x 120/140mm fan (included is a hydraulic bearing 140mm Silent Series R2 fan 1000 RPM speed; 1 x 120/140mm fan (not included) Rear: 1 x 120/140mm fan (included is a hydraulic bearing 140mm Silent Series R2 fan 1000 RPM speed) Top: 2 x 120/140mm fans (not included) - positions also support some models of 240 radiators depending on configuration Bottom: 1 x 120/140mm fan (not included) Side: 1 x 120/140mm fan (not included) Fan controller: 1 x Integrated fan controller for up to 3 fans (included),,,,
Fractal Design,1,1,1,,,,,,Fractal Design Define R4 Blackout with Window Silent ATX Mid Tower Computer Case,,Bottom,,,,,,2 x USB 3.0 2 x USB 2.0...,2 x USB 3.0 / 2 x USB 2.0 / Audio,FD-CA-DEF-R4-BLO-W,,,,,,,,,,,Front: 1 - 120/140mm fan (included is a hydraulic bearing 140mm Silent Series R2 fan 1000 RPM speed; 1 - 120/140mm fan (not included) Rear: 1 - 120/140mm fan (included is a hydraulic bearing 140mm Silent Series R2 fan 1000 RPM speed) Top: 2 - 120/140mm fans (not included) - positions also support some models of 240mm radiators depending on configuration Bottom: 1 - 120/140mm fan (not included),,,,
Antec,1,1,1,,,,,,Antec P70 Black Computer Case,No,,,,,,,,2 x USB 3.0 Audio In and Out,P70,,,,,,,,,,,Includes 2 x top 120 mm exhaust fan Includes 1 x rear 120 mm exhaust fan Optional 2 x front intake,,,,
BitFenix Co. Ltd.,1,1,1,,1,1,,,BitFenix BFC-NEO-100-WWXKW-RP White body with white front panel Steel / Plastic ATX Mid Tower Computer Case,,Bottom,,,,,,1 x USB 3.0 / 1 x USB 2....,1 x USB 3.0 / 1 x USB 2.0 / Audio,BFC-NEO-100-WWXKW-RP,,,,,,,,,,,Cooling Rear: 120mm x 1 (included) Cooling Front: 120mm x 2 (optional),,,,
BitFenix Co. Ltd.,1,1,1,,1,1,,,BitFenix BFC-NEO-100-WWXKR-RP White body with red front panel Steel / Plastic Computer Case,,Bottom,,,,,,1 x USB3.0 1 x USB2.0 ...,1 x USB3.0 1 x USB2.0 HD Audio,BFC-NEO-100-WWXKR-RP,,,,,,,,,,,Cooling Rear: 120mm x 1 (included) Cooling Front: 120mm x 2 (optional),,,,
Corsair,1,1,1,,1,,,,Corsair Carbide Series SPEC-03 Black Steel ATX Mid Tower Gaming Case ATX (not included) Power Supply,No,,,,,,,2 x USB 3.0 / Audio,2 x USB 3.0 / Audio,SPEC-03,,,,,,,,,,,Front: (x2) 120/140mm (1 included) Top: (x2) 120mm Rear: (x1) 120mm (1 included) Bottom: (x1) 120mm,,,,
Corsair,1,1,1,,1,,,,Corsair Carbide Series SPEC-03 Black Steel ATX Mid Tower Gaming Case ATX (not included) Power Supply,No,,,,,,,2 x USB 3.0 / Audio,2 x USB 3.0 / Audio,SPEC-03,,,,,,,,,,,Front: (x2) 120/140mm (1 included) Top: (x2) 120mm Rear: (x1) 120mm (1 included) Bottom: (x1) 120mm,,,,
Fractal Design,1,1,1,,,,,,Fractal Design Define R5 FD-CA-DEF-R5-TI Titanium Computer Case,,Bottom,,,,,,2 x USB 3.0 / 2 x USB 2....,2 x USB 3.0 / 2 x USB 2.0 / Audio,FD-CA-DEF-R5-TI,,,,,,,,,,,Front: 2 _研 120/140 mm fans (included is 1 Fractal Design Dynamic GP14 fan 1000 RPM speed) Rear: 1 _研 120/140 mm fan (included is 1 Fractal Design Dynamic GP14 fan 1000 RPM speed) Top: 3 - 120/140 mm fan (not included) Bottom: 2 _研 120/140 mm fan (not included) Side: 1 _研 120/140 mm fan (not included),,,,
Fractal Design,1,1,1,,,,,,Fractal Design Define R5 FD-CA-DEF-R5-BK-W Black Computer Case,,Bottom,,,,,,2 x USB 3.0 / 2 x USB 2....,2 x USB 3.0 / 2 x USB 2.0 / Audio,FD-CA-DEF-R5-BK-W,,,,,,,,,,,Front: 2 _研 120/140 mm fans (included is 1 Fractal Design Dynamic GP14 fan 1000 RPM speed) Rear: 1 _研 120/140 mm fan (included is 1 Fractal Design Dynamic GP14 fan 1000 RPM speed) Top: 3 - 120/140 mm fan (not included) Bottom: 2 _研 120/140 mm fan (not included) Side: 1 _研 120/140 mm fan (not included),,,,
Fractal Design,1,1,1,,,,,,Fractal Design Define R5 FD-CA-DEF-R5-TI-W Titanium Computer Case,,,,,,,Yes,2 x USB 3.0 / 2 x USB 2....,2 x USB 3.0 / 2 x USB 2.0 / Audio,FD-CA-DEF-R5-TI-W,,,,,,,,,,,Front: 2 _研 120/140 mm fans (included is 1 Fractal Design Dynamic GP14 fan 1000 RPM speed) Rear: 1 _研 120/140 mm fan (included is 1 Fractal Design Dynamic GP14 fan 1000 RPM speed) Top: 3 - 120/140 mm fan (not included) Bottom: 2 _研 120/140 mm fan (not included) Side: 1 _研 120/140 mm fan (not included),,,,
DIYPC,1,1,1,,,,,,DIYPC DIY-BJ05BK Black SECC ATX Mid Tower Computer Case,,Top,,,,,,2 x USB 2.0 / Audio Fron...,2 x USB 2.0 / Audio,DIY-BJ05BK,,,,,,,,,,,1 x Rear 120mm black fan (pre-installed) 1 x Front 120mm black fan (optional) 2 x Side 120mm fans (optional ),,,,
DIYPC,1,1,1,,,,,,DIYPC DIY-BJ03BK Black SECC ATX Mid Tower Computer Case,,Top,,,,,,2 x USB 2.0 / Audio Fron...,2 x USB 2.0 / Audio,DIY-BJ03BK,,,,,,,,,,,1 x Rear 120mm black fan (pre-installed) 1 x Front 120mm black fan (optional) 2 x Side 120mm fans (optional ),,,,
Antec,1,1,1,,,,,,Antec ASK4000E-U3 Black ATX Mid Tower Computer Case,,,,,,,,2 X USB 3.0 - AUDIO IN/O...,2 X USB 3.0 - AUDIO IN/OUT,ASK4000E-U3,5,3,,,,,,,,,,,,,
NZXT,1,1,1,,,,,,NZXT H230 Black ATX Mid Tower Computer Case Includes 1 x 120mm Front 1 x 120mm Rear 2 x USB 3.0,No,,,,,,,,USB / Audio,CA-H230I-B1,,,,,,,,,,,2,,,,
NZXT,1,1,1,,,,,,NZXT H230 White ATX Mid Tower Computer Case Includes 1 x 120mm Front 1 x 120mm Rear 2 x USB 3.0,No,,,,,,,,USB / Audio,CA-H230I-W1,,,,,,,,,,,2,,,,
Antec,1,1,1,,1,,,,Antec Three Hundred Black Steel ATX Mid Tower Computer Case,,Bottom,,,,,,,USB 2.0 / Audio,Three Hundred,,,,,,,,,,,1 x 120mm TriCool rear fan,,,,
Raidmax,1,1,1,,1,1,,black/green,RAIDMAX Viper GX ATX-512WBG Black/Green Steel / Plastic ATX Mid Tower Computer Case,,Bottom,,,,,,,USB 3.0 x 2 Audio x 2(HD compatible),ATX-512WBG,,,,,,,,,,,Front Fan: 120 mm Green LED Rear Fan: 120 mm,,,,
Raidmax,1,1,1,,1,1,,,RAIDMAX ATX-503WTi Black/Titanium Steel / Plastic ATX Mid Tower Computer Case,,Bottom,,,,,,,USB 3.0 x 2 UDB 2.0 x 2 Audio x 2(HD compatible),ATX-503WTi,,,,,,,,,,,Front Fan 120 mm Blue LED Rear Fan 120 mm,,,,
BitFenix Co. Ltd.,1,1,1,,1,1,,White,BitFenix BFC-COM-100-WWWK1-RP White Steel / Plastic Computer Case,,Bottom,,,,,,1 x USB3.0 1 x USB2.0 ...,1 x USB3.0 1 x USB2.0 HD Audio,BFC-COM-100-WWWK1-RP,,,,,,,,,,,Cooling Front: 120mm x 2 (optional) Cooling Rear: 120mm x 1 (1 included),,,,
BitFenix Co. Ltd.,1,1,1,,1,1,,,BitFenix BFC-COM-100-KKWS1-RP Black Steel / Plastic Computer Case,,Bottom,,,,,,1 x USB3.0 1 x USB2.0 ...,1 x USB3.0 1 x USB2.0 HD Audio,BFC-COM-100-KKWS1-RP,,,,,,,,,,,Cooling Front: 120mm x 2 (optional) Cooling Rear: 120mm x 1 (1 included),,,,
NZXT,1,1,1,,1,1,,White,NZXT CA-PH240-W1 White Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,,1xHD Audio/Mic2xUSB3.0 ...,1xHD Audio/Mic2xUSB3.0,CA-PH240-W1,,,,,,,,,,,Front: 2x 120mm (one included) Top: 2x 120mm or 2x 140mm Rear: 1x 120mm (one included) Bottom: 1x 120mm,,,,
Rosewill,1,1,1,,,,,,CHALLENGER S ATX Mid Gaming Tool-Less Drive 5 Fans Rosewill,,Bottom,,,,,,,1 x USB 3.0(internal 20-pin connector to MB) 2 x USB 2.0 Audio In/Out,Challenger S,,,,,,,,,,,2 x Front 120mm Blue LED Fan (pre-installed) 1x Rear 120mm Fan (pre-installed),,,,
Raidmax,1,1,1,,1,1,,,RAIDMAX Narwhal ATX-920WBTI Black/Titanium Steel / Plastic ATX Full Tower Computer Case,,Bottom,,,,,,2 x USB 3.0 / 2 x USB 2....,2 x USB 3.0 / 2 x USB 2.0 / 2 x Audio,ATX-920WBTI,,,,,,,Full Tower,,,,Front Fan 120 mm Rear Fan 120 mm Side Fan No,,,,
Cooler Master,1,1,1,,,,,,Cooler Master HAF XB EVO - High Air Flow Test Bench and LAN Box Desktop Computer Case with ATX Motherboard Support,,Bottom,,,,,,,2 x USB 3.0 / Audio,RC-902XB-KKN2,,,,,,,,,,,2 x 120mm Front Fans,,,,
Thermaltake,1,1,1,,,,,,Thermaltake Core V31 CA-1C8-00M1WN-00 Black ATX Gaming Mid Tower Computer Case,,Bottom,,,,,,,2 x USB 3.0 / Audio,CA-1C8-00M1WN-00,,,,,,,,,,,Front (intake) : 120 x 120 x 25 mm Turbo fan (1000rpm 16dBA) x 2 Rear (exhaust) : 120 x 120 x 25 mm Turbo fan (1000rpm 16dBA),,,,
Thermaltake,1,1,1,,,,,,Thermaltake Core V41 CA-1C7-00M1WN-00 Black ATX Gaming Mid Tower Computer Case,,Bottom,,,,,,,2 x USB 3.0 / Audio,CA-1C7-00M1WN-00,,,,,,,,,,,Front (intake) : 1x 120 x 120 x 25 mm Turbo fan (1000rpm 16dBA) Rear (exhaust) : 1x 120 x 120 x 25 mm Turbo fan (1000rpm 16dBA),,,,
Thermaltake,1,1,1,,,,,,Thermaltake Versa H34 CA-1C9-00M1WN-00 Black SPCC ATX Gaming Mid Tower Computer Case,,Bottom,,,,,,,2 x USB 3.0 / Audio,CA-1C9-00M1WN-00,,,,,,,,,,,Front (intake) : 120 x 120 x 25 mm Turbo fan (1000rpm 16dBA) Rear (exhaust) : 120 x 120 x 25 mm Turbo fan (1000rpm 16dBA),,,,
Antec,1,1,1,,,,,,Antec GX500 ILLUSION Black Computer Case,,Bottom,,,,,,,2 x USB 3.0 / Audio,GX500 ILLUSION,,,,,,,,,,,2 x 120mm top blue LED fans 1 x 120mm rear blue LED fan 2 x 120mm front intake fans (optional sold separately) 1 x 120mm side fan (optional sold separately),,,,
BitFenix Co. Ltd.,1,1,1,,1,1,,,BitFenix BFC-OLW-100-KKNS-U3 Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,,,4 x USB2.0 Audio,BFC-OLW-100-KKNKS-U3,,,,,,,,,,,Cooling Front : 2 x 120mm (optional) Cooling Rear: 1 x 120mm (included) Cooling Top: 2 x 120mm (optional) Cooling Bottom: 1 x 120mm (optional),,,,
Rosewill,1,1,1,,,,,,Rosewill WolfStone ATX Mid Tower Gaming Computer Case support VGA card length up to 340mm come with four fans-2x Front 120mm Fan 1x Rear 120mm Fan 1x Top 140mm Fan,No,,,,,,,2 x USB 3.0 2 x USB 2.0...,2 x USB 3.0 2 x USB 2.0 Audio In/Out,WolfStone,,,,,,,,,,,2x Front (Red LED) (pre-installed) 2x Top (optional) 1x Rear (pre-installed) 1x Bottom (optional),,,,
Rosewill,1,1,1,,,,,,Rosewill WolfAlloy ATX Mid Tower Gaming Computer Case support VGA card length up to 340mm come with four fans-2x Front 120mm Fan 1x Rear 120mm Fan 1x Top 140mm Fan,No,,,,,,,2 x USB 3.0 2 x USB 2.0...,2 x USB 3.0 2 x USB 2.0 Audio In/Out,WolfAlloy,,,,,,,,,,,2x Front (Orange LED) (pre-installed) 2x Top (optional) 1x Rear (pre-installed) 1x Bottom (optional),,,,
Rosewill,1,1,1,,,,,,Rosewill STAR PREDATOR - ATX Mid Tower Gaming Computer Case - Tool-Less Drive Bay Design Removable HDD Cages Supports Up to 6 Fans,,Bottom,,,,,,,2 x USB 3.0(internal 20-pin connector to MB) 2 x USB 2.0 Audio In/Out,STAR PREDATOR,,,,,,,,,,,2 x Front (Blue LED) (pre-installed) 1 x Rear (pre-installed) 2 x Top (optional) 1 x Bottom (optional),,,,
DEEPCOOL,1,1,1,,,,,,DEEPCOOL KENDOMEN Red ATX Mid Tower Computer case Preinstalled 5 Cooling Fans With Side Window Support 240mm Water Cooling Installation at Top,,,,,,,Yes,,1諎USB3.0/2諎USB2.0/Audio(HD)諎1/Mic諎1,KENDOMEN Red,,3,,,,,,,,,Pre-installed: Rear: 1諎120mm fan; Front: 2諎120mm LED fan(white) Top: 2諎120mm fan,,,,
DEEPCOOL,1,1,1,,,,,,DEEPCOOL KENDOMEN Black ATX Mid Tower Computer case Preinstalled 5 Cooling Fans With Side Window Support 240mm Water Cooling Installation at Top,,,,,,,Yes,,1諎USB3.0/2諎USB2.0/Audio(HD)諎1/Mic諎1,KENDOMEN Black,,3,,,,,,,,,Pre-installed: Rear: 1諎120mm fan; Front: 2諎120mm LED fan(white) Top: 2諎120mm fan,,,,
DIYPC,1,1,1,,,,,,DIYPC Gamemax-W White SPCC ATX Full Tower Computer Case,,Bottom,,,,,,2 x USB 3.0 / 2 x USB 2....,2 x USB 3.0 / 2 x USB 2.0 / Audio,Gamemax-W,,,,,,,Full Tower,,,,2 x Front 120mm LED Blue Fan (Pre-Installed) 2 x Top 120mm LED Blue Fan (Pre-Installed) 1 x Rear 120mm LED Blue Fan (Pre-Installed),,,,
Raidmax,1,1,1,,,,,,RAIDMAX Horus ATX-322WB Black Computer Case,,Bottom,,,,,,,USB 2.0 / USB 3.0 / Audio,9SIC4C2HM004,,,,,,,,,,,1,,,,
Corsair,1,1,1,,,,,,Corsair Carbide Series SPEC-01 RED LED Black ATX Mid Tower Gaming Computer Case,No,,,,,,,1 x USB 3.0 / 1 x USB 2....,1 x USB 3.0 / 1 x USB 2.0 / Audio,SPEC-01 RED LED,,,,,,,,,,,Front - 2 x 140/120mm (1 x 120mm LED included) Top - 2 x 120mm Rear - 120mm,,,,
NZXT,1,1,1,,,,,White,NZXT H440 Mid Tower Case w/ 4 Fans for Mini ITX ATX Micro ATX ITX Motherboards,,,,,8,21.50 lb,,,,9SIC4C2HM055,,,,,,,,,,,,,,,
NZXT,1,1,1,,,,,White,NZXT H440 Mid Tower Case w/ 4 Fans for Mini ITX ATX Micro ATX ITX Motherboards,,,,,8,21.50 lb,,,,9154350303,,,,,,,,,,,,,,,
NZXT,1,1,1,,,,,,NZXT H440 Silent Mid-Tower Case - Matte Black and Gloss Red 3 x 120mm FN V2 Fan,,,,,7,,,,,2169245126,,,,,,,,,,,,,,,
NZXT,1,1,1,,,,,,NZXT H440 Silent Mid-Tower Case - Matte Black and Gloss Red 3 x 120mm FN V2 Fan,,,,,7,,,,,9SIC4C2HM058,,,,,,,,,,,,,,,
NZXT,1,1,1,,,,,,New NZXT S340 No Power Supply ATX Mid Tower Case (Black),,,,,7,,No,,,CA-S340W-B1,,,,,,,,200.0 x 445.0 x 432.0 mm,,,,,,,
NZXT,1,1,1,,,,,,NZXT PHANTOM 410 No Power Supply ATX Mid Tower Case (Red),,,,,7,,Yes,,,CA-PH410-R1,,,,,,,,215.0 x 532.0 x 516.0 mm,,,,,,,
NZXT,1,1,1,,,,,,New NZXT S340 No Power Supply ATX Mid Tower Case (Black),,,,,7,,No,,,9SIC4C2HM061,,,,,,,,200.0 x 445.0 x 432.0 mm,,,,,,,
NZXT,1,1,1,,,,,,NZXT PHANTOM 410 No Power Supply ATX Mid Tower Case (Red),,,,,7,,Yes,,,9SIC4C2HM062,,,,,,,,215.0 x 532.0 x 516.0 mm,,,,,,,
Cooler Master,,1,1,1,,,,,"CM Storm Trooper - Gaming Full Tower Computer Case with Handle and External 2.5"" Drive Dock with Side Panel Window",,Bottom,,,,,,2 x USB 3.0 / 2 x USB 2....,2 x USB 3.0 / 2 x USB 2.0 / Audio / 1 x eSATA,SGC-5000-KWN1,,,,,,,Full Tower,,,,Front : 120 mm LED fan x2 1200 RPM 17 dBA Bottom: 120 mm fan x 2 (optional),,,,
DIYPC,,1,1,1,,,,,DIYPC  Ultimate Miner-V1 Open Air  Bench Computer Case Rack for Cryptocurrency (Bitcoin Litecoin Feathercoin) GPU mining _研 PC components not included,,,,,,,,,,Ultimate miner -V1,,,,,,,,"27.30"" x 13.65"" x 13.70""",,,,,,,
Corsair,,,1,,,,,Black,Corsair Carbide Series Air 240 Case - Supported M/B (Mini ITX and Micro ATX) -- Computer Case,,,,,4,,Yes,,,CC-9011070-WW,,,,,,,,,,,,,,,
Corsair,,,1,,,,,Black,Corsair Carbide Series Air 240 Case - Supported M/B (Mini ITX and Micro ATX) -- Computer Case,,,,,4,,Yes,,,9SIC4C2HM005,,,,,,,,,,,,,,,
AeroCool,,1,1,1,,,,,AeroCool StrikeX-Air Black SECC Open Case Computer Case,,,"3x5.25"" ODD External 5.2...",,,,,1 x USB3.0 / 3 x USB2.0 ...,1 x USB3.0 / 3 x USB2.0 / 2 HD Audio,StrikeX-Air,"3x2.5"" HDD/SSD (with convertor bracket-included) or 3x3.5"" HDD (with convertor bracket-included)","3x5.25"" ODD",,,,,,,,,,,,,
DEEPCOOL,1,1,,,,,,,DEEPCOOL STEAM CASTLE M (BLACK) MATX / ITX Unique Steam Punk Style with120mm Fan(Front)+120mm Fan(Rear)+4 Magic Controllable LED Lights (Top),,,,,,,,,1諎USB3.0/1諎USB2.0/Audio諎1/Mic諎1,STEAM CASTLE M_BLK,,1,,,,,,,,,pre-installed: Rear: 1諎120mm fan (140mm holes available) Front: 1諎120mm fan; Optional: Top: 2諎120/140mm,,,,
DEEPCOOL,1,1,,,,,,,DEEPCOOL STEAM CASTLE M (WHITE) MATX / ITX Unique Steam Punk Style with120mm Fan(Front)+120mm Fan(Rear)+4 Magic Controllable LED Lights (Top),,,,,,,,,1諎USB3.0/1諎USB2.0/Audio諎1/Mic諎1,STEAM CASTLE M_WHT,,1,,,,,,,,,pre-installed: Rear: 1諎120mm fan (140mm holes available) Front: 1諎120mm fan; Optional: Top: 2諎120/140mm,,,,
Antec,1,,,,,1,1,,Antec ISK 600M Black Aluminum / Plastic Micro ATX Computer Case,No,,,,,,,1 x USB 3.0 / 1 x USB 2....,1 x USB 3.0 / 1 x USB 2.0 / Audio,ISK 600M,,,,,,,,,,,- 1 x 120 mm rear exhaust fan - 2 x120 mm front intake fan (optional),,,,
