itembrand_image/_alt,wrapper_link/_text,itemdescription_description,itemfeatures_value_1,itemfeatures_value_1_numbers,Cas Latency:,Voltage:,Muli-Channel,Timing:,Model #:,Buffered,ECC,Headspreader,color
G.SKILL,G.SKILL Ares Series 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-1866C10Q-32GAB G.SKILL Ares Series 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-1866C10Q-32GAB,G.SKILL Ares Series 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-1866C10Q-32GAB,DDR3 1866 (PC3 14900),1866; 14900,10,1.5V,Quad Channel Kit,10/11/10,F3-1866C10Q-32GAB,,,,
Mushkin Enhanced,Mushkin Enhanced Silverline 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 993770 Mushkin Enhanced Silverline 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 993770,Mushkin Enhanced Silverline 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model 993770,DDR3 1333 (PC3 10666),1333; 10666,9,1.5V,Quad Channel Kit,9-9-9-24,993770,,,,
Corsair,CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 Desktop Memory Model CMY8GX3M2B2133C9R (Red) CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 Desktop Memory Model CMY8GX3M2B2133C9R (Red),CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 Desktop Memory Model CMY8GX3M2B2133C9R (Red),DDR3 2133,2133,9,1.65V,Dual Channel Kit,9-11-11-31,CMY8GX3M2B2133C9R,,,,
Mushkin Enhanced,Mushkin Enhanced STEALTH 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 993988S Mushkin Enhanced STEALTH 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 993988S,Mushkin Enhanced STEALTH 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 993988S,DDR3 1600 (PC3 12800),1600; 12800,9,1.35V,Quad Channel Kit,9-9-9-24,993988S,,,,
G.SKILL,G.SKILL Ripjaws 4 series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Memory KitModel F4-2133C15D-16GRR G.SKILL Ripjaws 4 series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Memory KitModel F4-2133C15D-16GRR,G.SKILL Ripjaws 4 series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Memory KitModel F4-2133C15D-16GRR,DDR4 2133 (PC4-17000),2133; 17000,15,1.2V,Dual Channel Kit,15-15-15-35,F4-2133C15D-16GRR,,,,
G.SKILL,G.SKILL Ripjaws 4 series 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model F4-2133C15Q-16GRB G.SKILL Ripjaws 4 series 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model F4-2133C15Q-16GRB,G.SKILL Ripjaws 4 series 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4-17000) Desktop Memory Model F4-2133C15Q-16GRB,DDR4 2133 (PC4-17000),2133; 17000,15,1.2V,Quad Channel Kit,15-15-15-35,F4-2133C15Q-16GRB,,,,
G.SKILL,G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C9D-8GXL G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C9D-8GXL,G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C9D-8GXL,DDR3 2133 (PC3 17000),2133; 17000,9,1.6V -1.65V,Dual Channel Kit,9-11-11-31,F3-2133C9D-8GXL,,,,
Apotop,Apotop 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model U3A8Gx2-16C9BB Apotop 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model U3A8Gx2-16C9BB,Apotop 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model U3A8Gx2-16C9BB,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,Dual Channel Kit,9-9-9-24,U3A8Gx2-16C9BB,,,,
Team Group,Team Vulcan 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory (Yellow Heat Spreader) Model TLYD316G1600HC10ADC01 Team Vulcan 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory (Yellow Heat Spreader) Model TLYD316G1600HC10ADC01,Team Vulcan 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory (Yellow Heat Spreader) Model TLYD316G1600HC10ADC01,DDR3 1600 (PC3 12800),1600; 12800,10,1.5V,Dual Channel Kit,10-10-10-27,TLYD316G1600HC10ADC01,,,,
G.SKILL,G.SKILL AEGIS 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model F3-1333C9D-16GISL G.SKILL AEGIS 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model F3-1333C9D-16GISL,G.SKILL AEGIS 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model F3-1333C9D-16GISL,DDR3 1333 (PC3 10600),1333; 10600,9,1.35V,Dual Channel Kit,9-9-9-24,F3-1333C9D-16GISL,,,,
Corsair,CORSAIR 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory Model CMV16GX3M2A1600C11 CORSAIR 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory Model CMV16GX3M2A1600C11,CORSAIR 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory Model CMV16GX3M2A1600C11,DDR3 1600,1600,11,1.5V,Dual Channel Kit,11-11-11-30,CMV16GX3M2A1600C11,,,,
Mushkin Enhanced,Mushkin Enhanced 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Dual Channel Kit Desktop Memory Model 996558 Mushkin Enhanced 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Dual Channel Kit Desktop Memory Model 996558,Mushkin Enhanced 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Dual Channel Kit Desktop Memory Model 996558,DDR2 800 (PC2 6400),800; 6400,5,1.8V,Dual Channel Kit,5-5-5-18,996558,,,,
Mushkin Enhanced,Mushkin Enhanced Redline 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model 997119R Mushkin Enhanced Redline 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model 997119R,Mushkin Enhanced Redline 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model 997119R,DDR3 1866 (PC3 14900),1866; 14900,9,1.5V,Dual Channel Kit,9-10-9-27,997119R,,,,
G.SKILL,G.SKILL Trident X Series 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-1866C8Q-32GTX G.SKILL Trident X Series 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-1866C8Q-32GTX,G.SKILL Trident X Series 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-1866C8Q-32GTX,DDR3 1866 (PC3 14900),1866; 14900,8,1.6V,Quad Channel Kit,8-9-9-24,F3-1866C8Q-32GTX,,,,
Mushkin Enhanced,Mushkin Enhanced Blackline 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model 994123 Mushkin Enhanced Blackline 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model 994123,Mushkin Enhanced Blackline 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model 994123,DDR3 2400 (PC3 19200),2400; 19200,11,1.65V,Quad Channel Kit,11-13-13-31,994123,,,,
Corsair,CORSAIR Vengeance Pro 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model CMY16GX3M4A2133C8R CORSAIR Vengeance Pro 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model CMY16GX3M4A2133C8R,CORSAIR Vengeance Pro 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model CMY16GX3M4A2133C8R,DDR3 2133 (PC3 17000),2133; 17000,8,1.65V,Quad Channel Kit,8-10-10-27,CMY16GX3M4A2133C8R,,,,
Corsair,CORSAIR XMS3 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2000 (PC3 16000) Desktop Memory Model CMX8GX3M2A2000C9 CORSAIR XMS3 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2000 (PC3 16000) Desktop Memory Model CMX8GX3M2A2000C9,CORSAIR XMS3 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2000 (PC3 16000) Desktop Memory Model CMX8GX3M2A2000C9,DDR3 2000 (PC3 16000),2000; 16000,9,1.65V,Dual Channel Kit,9-10-9-27,CMX8GX3M2A2000C9,,,,
Corsair,CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMY8GX3M2A1600C9B (Blue) CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMY8GX3M2A1600C9B (Blue),CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMY8GX3M2A1600C9B (Blue),DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,Dual Channel Kit,9-9-9-24,CMY8GX3M2A1600C9B,,,,
Apotop,Apotop 16GB (2 x 8GB) DDR3 1866 (PC3 15000) Desktop Memory Model U3A8Gx2-18C9GB Apotop 16GB (2 x 8GB) DDR3 1866 (PC3 15000) Desktop Memory Model U3A8Gx2-18C9GB,Apotop 16GB (2 x 8GB) DDR3 1866 (PC3 15000) Desktop Memory Model U3A8Gx2-18C9GB,DDR3 1866 (PC3 15000),1866; 15000,9,1.5V,Dual Channel Kit,9-10-9-27,U3A8Gx2-18C9GB,,,,
GeIL,GeIL Green Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10660) Desktop Memory Model GG38GB1333C9DC GeIL Green Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10660) Desktop Memory Model GG38GB1333C9DC,GeIL Green Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10660) Desktop Memory Model GG38GB1333C9DC,DDR3 1333 (PC3 10660),1333; 10660,9,1.3V,Dual Channel Kit,9-9-9-24,GG38GB1333C9DC,,,,
Mushkin Enhanced,Mushkin Enhanced Blackline 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 997050 Mushkin Enhanced Blackline 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 997050,Mushkin Enhanced Blackline 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 997050,DDR3 1600 (PC3 12800),1600; 12800,9,1.6V,Dual Channel Kit,9-9-9-24,997050,,,,
Corsair,CORSAIR XMS3 12GB (3 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX12GX3M3A1333C9 CORSAIR XMS3 12GB (3 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX12GX3M3A1333C9,CORSAIR XMS3 12GB (3 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX12GX3M3A1333C9,DDR3 1333,1333,9,1.5V,Triple Channel Kit,9-9-9-24,CMX12GX3M3A1333C9,,,,
G.SKILL,G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model F3-2400C11D-16GAB G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model F3-2400C11D-16GAB,G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model F3-2400C11D-16GAB,DDR3 2400 (PC3 19200),2400; 19200,11,1.65V,Dual Channel Kit,11-13-13-31,F3-2400C11D-16GAB,,,,
Corsair,CORSAIR Dominator Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4-24000) Memory KitModel CMD16GX4M4B3000C14 CORSAIR Dominator Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4-24000) Memory KitModel CMD16GX4M4B3000C14,CORSAIR Dominator Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4-24000) Memory KitModel CMD16GX4M4B3000C14,DDR4 3000 (PC4-24000),3000; 24000,14,1.35V,Quad Channel Kit,14-16-16-35,CMD16GX4M4B3000C14,,,,
Corsair,CORSAIR Vengeance 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model CMZ16GX3M4X2133C11R CORSAIR Vengeance 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model CMZ16GX3M4X2133C11R,CORSAIR Vengeance 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model CMZ16GX3M4X2133C11R,DDR3 2133 (PC3 17000),2133; 17000,11,1.5V,Quad Channel Kit,11-11-11-27,CMZ16GX3M4X2133C11R,,,,
Crucial,Crucial Ballistix Tactical 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Low Profile Desktop Memory Model BLT2K8G3D1608ET3LX0 Crucial Ballistix Tactical 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Low Profile Desktop Memory Model BLT2K8G3D1608ET3LX0,Crucial Ballistix Tactical 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Low Profile Desktop Memory Model BLT2K8G3D1608ET3LX0,DDR3 1600 (PC3 12800),1600; 12800,8,1.35V,Dual Channel Kit,8-8-8-24,BLT2K8G3D1608ET3LX0,,,,
G.SKILL,G.SKILL 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Dual Channel Kit Desktop Memory Model F3-10666CL9D-4GBNQ G.SKILL 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Dual Channel Kit Desktop Memory Model F3-10666CL9D-4GBNQ,G.SKILL 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Dual Channel Kit Desktop Memory Model F3-10666CL9D-4GBNQ,DDR3 1333 (PC3 10666),1333; 10666,9,1.5V,Dual Channel Kit,9-9-9-24,F3-10666CL9D-4GBNQ,,,,
Mushkin Enhanced,Mushkin Enhanced Blackline 32GB (4 x 8GB) 240-Pin DDR3 UDIMM DDR3 2133 (PC3 17000) Memory Model 994125F Mushkin Enhanced Blackline 32GB (4 x 8GB) 240-Pin DDR3 UDIMM DDR3 2133 (PC3 17000) Memory Model 994125F,Mushkin Enhanced Blackline 32GB (4 x 8GB) 240-Pin DDR3 UDIMM DDR3 2133 (PC3 17000) Memory Model 994125F,DDR3 2133 (PC3 17000),2133; 17000,11,1.5V,Quad Channel Kit,11-13-13-31,994125F,,,,
Mushkin Enhanced,Mushkin Enhanced Redline 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model 994083F Mushkin Enhanced Redline 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model 994083F,Mushkin Enhanced Redline 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2400 (PC3 19200) Desktop Memory Model 994083F,DDR3 2400 (PC3 19200),2400; 19200,10,1.65V,Quad Channel Kit,10-12-12-28,994083F,,,,
HyperX,HyperX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Desktop Memory Model HX428C14PB2K4/16 HyperX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Desktop Memory Model HX428C14PB2K4/16,HyperX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Desktop Memory Model HX428C14PB2K4/16,DDR4 2800 (PC4-22400),2800; 22400,14,1.35V,Quad Channel Kit,14-15-15,HX428C14PB2K4/16,,,,
G.SKILL,G.SKILL Sniper Series 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C10Q-16GSR G.SKILL Sniper Series 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C10Q-16GSR,G.SKILL Sniper Series 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C10Q-16GSR,DDR3 2133 (PC3 17000),2133; 17000,10,1.6V,Quad Channel Kit,10-12-12-31,F3-2133C10Q-16GSR,,,,
Corsair,CORSAIR Vengeance LP 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M2A1600C9B CORSAIR Vengeance LP 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M2A1600C9B,CORSAIR Vengeance LP 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML4GX3M2A1600C9B,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,Dual Channel Kit,9-9-9-24,CML4GX3M2A1600C9B,,,,
Mushkin Enhanced,Mushkin Enhanced Silverline 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 996756 Mushkin Enhanced Silverline 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 996756,Mushkin Enhanced Silverline 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model 996756,DDR2 667 (PC2 5300),667; 5300,5,1.8V,Dual Channel Kit,5-5-5-15,996756,,,,
Team Group,Team Zeus Blue 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model TZBD38G2133HC11ADC01 Team Zeus Blue 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model TZBD38G2133HC11ADC01,Team Zeus Blue 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model TZBD38G2133HC11ADC01,DDR3 2133 (PC3 17000),2133; 17000,11,1.65V,Dual Channel Kit,11-11-11-31,TZBD38G2133HC11ADC01,,,,
Mushkin Enhanced,Mushkin Enhanced Redline 16GB (2 x 8GB) 240-Pin DDR3 UDIMM DDR3 1866 (PC3 14900) Desktop Memory Model 997070F Mushkin Enhanced Redline 16GB (2 x 8GB) 240-Pin DDR3 UDIMM DDR3 1866 (PC3 14900) Desktop Memory Model 997070F,Mushkin Enhanced Redline 16GB (2 x 8GB) 240-Pin DDR3 UDIMM DDR3 1866 (PC3 14900) Desktop Memory Model 997070F,DDR3 1866 (PC3 14900),1866; 14900,10,1.5V,Dual Channel Kit,10-10-10-27,997070F,,,,
G.SKILL,G.SKILL Ripjaws Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL8D-8GBRM G.SKILL Ripjaws Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL8D-8GBRM,G.SKILL Ripjaws Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL8D-8GBRM,DDR3 1600 (PC3 12800),1600; 12800,8,1.6V,Dual Channel Kit,8-8-8-24,F3-12800CL8D-8GBRM,,,,
Mushkin Enhanced,Mushkin Enhanced Blackline 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 996988 Mushkin Enhanced Blackline 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 996988,Mushkin Enhanced Blackline 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model 996988,DDR3 1600 (PC3 12800),1600; 12800,9,1.35V,Dual Channel Kit,9-9-9-24,996988,,,,
Mushkin Enhanced,Mushkin Enhanced Blackline 8GB (2 x 4GB) 240-Pin DDR3 UDIMM DDR3 1600 (PC3 12800) Memory Model 996995F Mushkin Enhanced Blackline 8GB (2 x 4GB) 240-Pin DDR3 UDIMM DDR3 1600 (PC3 12800) Memory Model 996995F,Mushkin Enhanced Blackline 8GB (2 x 4GB) 240-Pin DDR3 UDIMM DDR3 1600 (PC3 12800) Memory Model 996995F,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,Dual Channel Kit,9-9-9-24,996995F,,,,
Mushkin Enhanced,Mushkin Enhanced Stealth 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model 997164S Mushkin Enhanced Stealth 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model 997164S,Mushkin Enhanced Stealth 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model 997164S,DDR3 2133 (PC3 17000),2133; 17000,10,1.6V,Dual Channel Kit,10-12-12-28,997164S,,,,
Corsair,CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 3000 (PC3 24000) Desktop Memory Model CMY8GX3M2A3000C12R CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 3000 (PC3 24000) Desktop Memory Model CMY8GX3M2A3000C12R,CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 3000 (PC3 24000) Desktop Memory Model CMY8GX3M2A3000C12R,DDR3 3000 (PC3 24000),3000; 24000,12,1.65V,Dual Channel Kit,12-14-14-36,CMY8GX3M2A3000C12R,,,,
Corsair,CORSAIR DOMINATOR Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Desktop Memory Model CMD16GX4M4A2800C16 CORSAIR DOMINATOR Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Desktop Memory Model CMD16GX4M4A2800C16,CORSAIR DOMINATOR Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4-22400) Desktop Memory Model CMD16GX4M4A2800C16,DDR4 2800 (PC4-22400),2800; 22400,16,1.2V,Quad Channel Kit,16-18-18-36,CMD16GX4M4A2800C16,,,,
Mushkin Enhanced,Mushkin Enhanced Essentials 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model 997017 Mushkin Enhanced Essentials 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model 997017,Mushkin Enhanced Essentials 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model 997017,DDR3 1333 (PC3 10600),1333; 10600,9,1.5V,Dual Channel Kit,9-9-9-24,997017,,,,
Corsair,CORSAIR Vengeance 8GB (4 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M4X1600C9 CORSAIR Vengeance 8GB (4 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M4X1600C9,CORSAIR Vengeance 8GB (4 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M4X1600C9,DDR3 1600 (PC3 12800),1600; 12800,9,1.5V,Quad Channel Kit,9-9-9-24,CMZ8GX3M4X1600C9,,,,
Mushkin Enhanced,Mushkin Enhanced Blackline 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model 994191F Mushkin Enhanced Blackline 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model 994191F,Mushkin Enhanced Blackline 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4-19200) Desktop Memory Model 994191F,DDR4 2400 (PC4-19200),2400; 19200,15,1.2V,Quad Channel Kit,15-15-15-35,994191F,,,,
Corsair,CORSAIR Dominator Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4-24000) Desktop Memory Model CMD16GX4M4B3000C15 CORSAIR Dominator Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4-24000) Desktop Memory Model CMD16GX4M4B3000C15,CORSAIR Dominator Platinum 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4-24000) Desktop Memory Model CMD16GX4M4B3000C15,DDR4 3000 (PC4-24000),3000; 24000,15,1.35V,Quad Channel Kit,15-17-17-35,CMD16GX4M4B3000C15,,,,
